bc/batch,bc/l2_norm,bc/l2_loss,bc/epoch,batch_size,bc/loss,bc/prob_true_act,bc/ent_loss,bc/entropy,bc/samples_so_far,bc/neglogp
21000,70.98136901855469,0.0,6,32,3.337928056716919,0.19634516537189484,-0.002696362556889653,2.6963624954223633,672032,3.3406243324279785
21500,71.11335754394531,0.0,7,32,2.769258499145508,0.21804390847682953,-0.002707788487896323,2.7077884674072266,688032,2.7719662189483643
22000,71.14827728271484,0.0,7,32,3.0986990928649902,0.1950155645608902,-0.0026813081931322813,2.6813080310821533,704032,3.1013803482055664
22500,71.23125457763672,0.0,7,32,2.965550184249878,0.21246060729026794,-0.002643442479893565,2.643442392349243,720032,2.968193531036377
23000,71.08521270751953,0.0,7,32,2.6477420330047607,0.2078249454498291,-0.0027115754783153534,2.7115752696990967,736032,2.650453567504883
23500,71.14803314208984,0.0,7,32,2.968324661254883,0.19499215483665466,-0.0026840625796467066,2.6840624809265137,752032,2.971008777618408
24000,71.23494720458984,0.0,7,32,3.788555145263672,0.13930940628051758,-0.0026731763500720263,2.6731762886047363,768032,3.7912282943725586
24500,71.19657135009766,0.0,8,32,1.8337022066116333,0.2650681734085083,-0.00270908884704113,2.7090888023376465,784032,1.8364112377166748
25000,71.27046966552734,0.0,8,32,3.1174635887145996,0.19725275039672852,-0.002657389733940363,2.6573896408081055,800032,3.1201210021972656
25500,71.3117904663086,0.0,8,32,2.3453052043914795,0.2617991864681244,-0.0026471754536032677,2.6471753120422363,816032,2.347952365875244
26000,71.32866668701172,0.0,8,32,2.8474552631378174,0.21076591312885284,-0.0026347858365625143,2.6347856521606445,832032,2.8500900268554688
26500,71.24250793457031,0.0,8,32,2.5791139602661133,0.21588414907455444,-0.0026820609346032143,2.682060718536377,848032,2.5817959308624268
27000,71.33428192138672,0.0,8,32,3.0888869762420654,0.1578860878944397,-0.0026901366654783487,2.690136432647705,864032,3.0915770530700684
27500,71.22623443603516,0.0,8,32,2.139362096786499,0.24531446397304535,-0.0027015465311706066,2.7015464305877686,880032,2.142063617706299
28000,71.35321044921875,0.0,9,32,2.5618650913238525,0.24448320269584656,-0.0026455156039446592,2.6455154418945312,896032,2.5645105838775635
28500,71.37857055664062,0.0,9,32,2.6217875480651855,0.2256954312324524,-0.0026374838780611753,2.637483835220337,912032,2.624424934387207
29000,71.31636047363281,0.0,9,32,2.610872507095337,0.2497599869966507,-0.0026378361508250237,2.63783597946167,928032,2.6135103702545166
29500,71.1942367553711,0.0,9,32,2.4942781925201416,0.20251008868217468,-0.0027110048104077578,2.7110047340393066,944032,2.4969892501831055
30000,71.3337631225586,0.0,9,32,3.158032178878784,0.20316016674041748,-0.0026896526105701923,2.689652442932129,960032,3.160721778869629
30500,71.29486083984375,0.0,9,32,2.1998355388641357,0.24222972989082336,-0.002725039143115282,2.725039005279541,976032,2.2025606632232666
31000,71.4385757446289,0.0,10,32,2.588823080062866,0.18941250443458557,-0.002679618773981929,2.6796185970306396,992032,2.5915026664733887
31500,71.34098052978516,0.0,10,32,2.3002424240112305,0.23071646690368652,-0.0027062627486884594,2.7062625885009766,1008032,2.3029487133026123
32000,71.48031616210938,0.0,10,32,2.6499440670013428,0.20682908594608307,-0.002640166087076068,2.6401660442352295,1024032,2.6525843143463135
32500,71.19862365722656,0.0,10,32,2.7567644119262695,0.19975732266902924,-0.0027141678147017956,2.714167594909668,1040032,2.7594785690307617
33000,71.44245147705078,0.0,10,32,3.0142602920532227,0.19740696251392365,-0.002691558562219143,2.691558361053467,1056032,3.0169517993927
33500,71.3527603149414,0.0,10,32,3.4488627910614014,0.18167424201965332,-0.0026496420614421368,2.649641990661621,1072032,3.451512336730957
34000,71.3395004272461,0.0,11,32,2.8278822898864746,0.19476494193077087,-0.002716503804549575,2.716503620147705,1088032,2.830598831176758
34500,71.33870697021484,0.0,11,32,2.448307514190674,0.1907382756471634,-0.0026965592987835407,2.696559190750122,1104032,2.4510040283203125
35000,71.35706329345703,0.0,11,32,3.170555591583252,0.17801640927791595,-0.0026736666914075613,2.673666477203369,1120032,3.173229217529297
35500,71.3770980834961,0.0,11,32,2.8218116760253906,0.22217750549316406,-0.002674356335774064,2.67435622215271,1136032,2.824486017227173
36000,71.48538208007812,0.0,11,32,3.0965611934661865,0.21453119814395905,-0.002678047399967909,2.6780471801757812,1152032,3.0992393493652344
36500,71.39289093017578,0.0,11,32,3.26713490486145,0.2277165949344635,-0.002649063942953944,2.6490638256073,1168032,3.2697839736938477
37000,71.42160034179688,0.0,12,32,2.7102291584014893,0.19202443957328796,-0.0026925308629870415,2.692530632019043,1184032,2.712921619415283
37500,71.51060485839844,0.0,12,32,3.2482528686523438,0.18604156374931335,-0.0026770182885229588,2.677018165588379,1200032,3.250929832458496
38000,71.31381225585938,0.0,12,32,2.7775681018829346,0.20323872566223145,-0.0027244691736996174,2.724468946456909,1216032,2.780292510986328
38500,71.60063934326172,0.0,12,32,2.5904722213745117,0.22190353274345398,-0.002651435323059559,2.651435136795044,1232032,2.5931236743927
39000,71.5636215209961,0.0,12,32,2.5183725357055664,0.23526117205619812,-0.0026501775719225407,2.650177478790283,1248032,2.5210227966308594
39500,71.54254150390625,0.0,12,32,2.9860994815826416,0.2052984982728958,-0.0026572870556265116,2.6572868824005127,1264032,2.9887566566467285
40000,71.40575408935547,0.0,13,32,2.0735678672790527,0.23640967905521393,-0.0027062389999628067,2.7062389850616455,1280032,2.0762741565704346
40500,71.62007141113281,0.0,13,32,2.6082003116607666,0.1985294669866562,-0.0026871629524976015,2.6871628761291504,1296032,2.6108875274658203
41000,71.46717071533203,0.0,13,32,2.8440325260162354,0.18428954482078552,-0.0026664219330996275,2.666421890258789,1312032,2.8466989994049072
41500,71.6104965209961,0.0,13,32,2.8027215003967285,0.22135238349437714,-0.002654820680618286,2.654820442199707,1328032,2.8053762912750244
42000,71.6714859008789,0.0,13,32,2.8059587478637695,0.22425347566604614,-0.00268861697986722,2.6886167526245117,1344032,2.808647394180298
42500,71.75614166259766,0.0,13,32,2.5903873443603516,0.2181558907032013,-0.0026573212817311287,2.6573212146759033,1360032,2.5930447578430176
43000,71.70735168457031,0.0,14,32,2.5430233478546143,0.23079948127269745,-0.002656232099980116,2.6562318801879883,1376032,2.5456795692443848
43500,71.71368408203125,0.0,14,32,2.072571277618408,0.24490943551063538,-0.002686053980141878,2.68605375289917,1392032,2.0752573013305664
44000,71.64667510986328,0.0,14,32,2.2469613552093506,0.22995123267173767,-0.002680225996300578,2.6802258491516113,1408032,2.2496416568756104
44500,71.8219985961914,0.0,14,32,3.053342342376709,0.21874339878559113,-0.002660177880898118,2.660177707672119,1424032,3.056002616882324
45000,71.680419921875,0.0,14,32,2.80419659614563,0.2173943817615509,-0.00270712748169899,2.707127332687378,1440032,2.806903839111328
45500,71.70526885986328,0.0,14,32,3.139680862426758,0.1943393498659134,-0.0026864539831876755,2.6864538192749023,1456032,3.142367362976074
46000,71.71159362792969,0.0,15,32,3.6971094608306885,0.18224555253982544,-0.0026895562186837196,2.689556121826172,1472032,3.699799060821533
46500,71.85536193847656,0.0,15,32,2.6797187328338623,0.1795571893453598,-0.0026541368570178747,2.6541366577148438,1488032,2.682372808456421
47000,71.74032592773438,0.0,15,32,2.3868300914764404,0.2597968578338623,-0.002629320602864027,2.6293203830718994,1504032,2.3894593715667725
47500,71.7820816040039,0.0,15,32,3.346205949783325,0.1658449023962021,-0.0026965357828885317,2.696535587310791,1520032,3.348902463912964
48000,71.73360443115234,0.0,15,32,2.349522113800049,0.21177342534065247,-0.0026949455495923758,2.6949453353881836,1536032,2.352216958999634
48500,71.78791046142578,0.0,15,32,2.093597650527954,0.23579107224941254,-0.002665177686139941,2.665177583694458,1552032,2.0962629318237305
49000,71.8669204711914,0.0,16,32,2.448864698410034,0.2279818058013916,-0.002686667488887906,2.6866674423217773,1568032,2.4515514373779297
49500,71.68866729736328,0.0,16,32,2.7115986347198486,0.18531541526317596,-0.0026978161185979843,2.6978158950805664,1584032,2.714296340942383
50000,71.71904754638672,0.0,16,32,3.5923662185668945,0.177820086479187,-0.002698996104300022,2.698996067047119,1600032,3.595065116882324
50500,71.83763885498047,0.0,16,32,3.4277842044830322,0.1828174591064453,-0.0026762676425278187,2.676267623901367,1616032,3.4304604530334473
51000,71.79000091552734,0.0,16,32,2.789637804031372,0.20145753026008606,-0.002637590281665325,2.637590169906616,1632032,2.7922754287719727
51500,71.88716125488281,0.0,16,32,2.5084939002990723,0.2243620753288269,-0.0027198304887861013,2.719830274581909,1648032,2.511213779449463
52000,71.87694549560547,0.0,16,32,2.089148998260498,0.23756635189056396,-0.002674069255590439,2.6740691661834717,1664032,2.091823101043701
52500,71.74703979492188,0.0,17,32,3.1532657146453857,0.18766096234321594,-0.0026842576917260885,2.6842575073242188,1680032,3.1559500694274902
53000,72.11653900146484,0.0,17,32,2.647536516189575,0.2150493562221527,-0.002647487912327051,2.6474878787994385,1696032,2.650183916091919
53500,72.11341857910156,0.0,17,32,2.9519166946411133,0.21380287408828735,-0.0026527487207204103,2.6527485847473145,1712032,2.9545693397521973
54000,72.04917907714844,0.0,17,32,3.2363898754119873,0.19798316061496735,-0.0026720482856035233,2.6720480918884277,1728032,3.2390618324279785
54500,71.84849548339844,0.0,17,32,2.5888843536376953,0.1975608468055725,-0.002731379121541977,2.7313790321350098,1744032,2.591615676879883
55000,72.00584411621094,0.0,17,32,2.8916850090026855,0.19623301923274994,-0.0026848637498915195,2.684863567352295,1760032,2.8943698406219482
55500,72.03357696533203,0.0,18,32,2.458770990371704,0.23730263113975525,-0.002648462075740099,2.6484620571136475,1776032,2.4614193439483643
56000,71.9113998413086,0.0,18,32,2.0450336933135986,0.23677659034729004,-0.0026991162449121475,2.6991162300109863,1792032,2.0477328300476074
56500,72.1850357055664,0.0,18,32,2.9082605838775635,0.23901167511940002,-0.0026472159661352634,2.6472158432006836,1808032,2.910907745361328
57000,72.10733032226562,0.0,18,32,2.466278314590454,0.23466594517230988,-0.0026916004717350006,2.6916003227233887,1824032,2.4689698219299316
57500,72.175537109375,0.0,18,32,2.139559030532837,0.2628084123134613,-0.002615642035380006,2.6156418323516846,1840032,2.14217472076416
58000,72.22091674804688,0.0,18,32,3.387816905975342,0.2035452425479889,-0.0026474311016499996,2.647430896759033,1856032,3.3904643058776855
58500,72.04462432861328,0.0,19,32,2.691415548324585,0.22518058121204376,-0.0027003411669284105,2.700340986251831,1872032,2.6941158771514893
59000,72.2767562866211,0.0,19,32,2.305361747741699,0.21311011910438538,-0.0026783409994095564,2.6783409118652344,1888032,2.308040142059326
59500,72.17045593261719,0.0,19,32,2.1675963401794434,0.2072550654411316,-0.0027236503083258867,2.7236502170562744,1904032,2.1703200340270996
60000,72.17185974121094,0.0,19,32,2.926231861114502,0.18088804185390472,-0.0027120790909975767,2.7120790481567383,1920032,2.9289438724517822
60500,72.23184204101562,0.0,19,32,2.342709541320801,0.26976487040519714,-0.002680351724848151,2.680351495742798,1936032,2.3453898429870605
61000,72.2951431274414,0.0,19,32,2.2480673789978027,0.2516551613807678,-0.0026269680820405483,2.6269679069519043,1952032,2.2506942749023438
61500,72.26083374023438,0.0,20,32,2.4255266189575195,0.23161625862121582,-0.0026409958954900503,2.640995740890503,1968032,2.4281675815582275
62000,72.24658966064453,0.0,20,32,3.365769147872925,0.19724813103675842,-0.0026781619526445866,2.678161859512329,1984032,3.3684473037719727
62500,72.23783111572266,0.0,20,32,3.4779698848724365,0.18441340327262878,-0.0026800143532454967,2.680014133453369,2000032,3.480649948120117
63000,72.30612182617188,0.0,20,32,2.587512731552124,0.229275181889534,-0.0026424394454807043,2.642439365386963,2016032,2.5901551246643066
63500,72.21868896484375,0.0,20,32,2.8598954677581787,0.19975005090236664,-0.0026786287780851126,2.67862868309021,2032032,2.8625741004943848
64000,72.23889923095703,0.0,20,32,2.2298734188079834,0.19720995426177979,-0.0027182353660464287,2.7182352542877197,2048032,2.2325916290283203
64500,72.28733825683594,0.0,21,32,2.0482399463653564,0.2508617341518402,-0.002688104286789894,2.6881041526794434,2064032,2.0509281158447266
65000,72.3377914428711,0.0,21,32,2.6814897060394287,0.22229573130607605,-0.002657853299751878,2.657853126525879,2080032,2.684147596359253
65500,72.39878845214844,0.0,21,32,3.282219409942627,0.18729496002197266,-0.002649895381182432,2.649895191192627,2096032,3.2848691940307617
66000,72.37451934814453,0.0,21,32,2.7562336921691895,0.1885104775428772,-0.0026725672651082277,2.672567129135132,2112032,2.758906364440918
66500,72.46786499023438,0.0,21,32,1.6763583421707153,0.29496634006500244,-0.002653488190844655,2.6534881591796875,2128032,1.6790118217468262
67000,72.28361511230469,0.0,21,32,3.180617570877075,0.2028677612543106,-0.0026989271864295006,2.698927164077759,2144032,3.183316469192505
67500,72.42276763916016,0.0,22,32,2.594843626022339,0.1938163936138153,-0.002649496076628566,2.649495840072632,2160032,2.5974931716918945
68000,72.43006896972656,0.0,22,32,2.655346393585205,0.21063725650310516,-0.002687974600121379,2.687974452972412,2176032,2.658034324645996
68500,72.54120635986328,0.0,22,32,2.771942138671875,0.2285582423210144,-0.0026793847791850567,2.679384708404541,2192032,2.7746214866638184
69000,72.47199249267578,0.0,22,32,2.7213730812072754,0.21653680503368378,-0.0026941481046378613,2.694148063659668,2208032,2.724067211151123
69500,72.41077423095703,0.0,22,32,2.188431978225708,0.24065648019313812,-0.0027119885198771954,2.7119884490966797,2224032,2.1911439895629883
70000,72.54276275634766,0.0,22,32,2.2113049030303955,0.24816197156906128,-0.002656706376001239,2.6567063331604004,2240032,2.213961601257324
70500,72.5018310546875,0.0,23,32,3.1522905826568604,0.15818019211292267,-0.0026765514630824327,2.676551342010498,2256032,3.1549670696258545
71000,72.49176025390625,0.0,23,32,2.1366798877716064,0.23167003691196442,-0.002690972061827779,2.690971851348877,2272032,2.139370918273926
71500,72.59712982177734,0.0,23,32,2.9463179111480713,0.19285985827445984,-0.002658055629581213,2.658055543899536,2288032,2.9489760398864746
72000,72.51885223388672,0.0,23,32,3.0957858562469482,0.18944968283176422,-0.002669539535418153,2.669539451599121,2304032,3.0984554290771484
72500,72.4923095703125,0.0,23,32,2.284571647644043,0.24963384866714478,-0.0026854195166379213,2.6854193210601807,2320032,2.287256956100464
73000,72.4764633178711,0.0,23,32,3.344705820083618,0.20047695934772491,-0.0026788690593093634,2.6788690090179443,2336032,3.3473846912384033
73500,72.6550064086914,0.0,24,32,2.5239877700805664,0.2438199520111084,-0.0026264365296810865,2.626436471939087,2352032,2.526614189147949
74000,72.51725769042969,0.0,24,32,3.1070642471313477,0.17919379472732544,-0.0027046212926506996,2.7046210765838623,2368032,3.109768867492676
74500,72.5494384765625,0.0,24,32,3.12760591506958,0.19794848561286926,-0.0026928014121949673,2.6928012371063232,2384032,3.130298614501953
75000,72.49578857421875,0.0,24,32,3.0372745990753174,0.18453723192214966,-0.002708726329728961,2.708726167678833,2400032,3.0399832725524902
75500,72.59712982177734,0.0,24,32,2.514317750930786,0.2238144874572754,-0.002657206729054451,2.6572065353393555,2416032,2.516974925994873
76000,72.64713287353516,0.0,24,32,3.1876368522644043,0.1928047388792038,-0.002652627183124423,2.6526269912719727,2432032,3.1902894973754883
76500,72.74913024902344,0.0,24,32,2.7031967639923096,0.22506539523601532,-0.0026850902941077948,2.6850900650024414,2448032,2.7058818340301514
77000,72.77787017822266,0.0,25,32,2.871134042739868,0.18254563212394714,-0.0027068720664829016,2.70687198638916,2464032,2.873840808868408
77500,72.74197387695312,0.0,25,32,2.5068325996398926,0.18718945980072021,-0.0026991579215973616,2.69915771484375,2480032,2.5095317363739014
78000,72.83235931396484,0.0,25,32,3.5053205490112305,0.17206059396266937,-0.0026702559553086758,2.6702558994293213,2496032,3.507990837097168
78500,72.76927185058594,0.0,25,32,3.7160656452178955,0.17882055044174194,-0.0026571457274258137,2.6571455001831055,2512032,3.7187228202819824
79000,73.03076934814453,0.0,25,32,2.8829164505004883,0.2131647765636444,-0.0026491128373891115,2.6491127014160156,2528032,2.8855655193328857
79500,72.95718383789062,0.0,25,32,3.011685848236084,0.18204575777053833,-0.0026670314837247133,2.6670312881469727,2544032,3.014352798461914
80000,72.9445571899414,0.0,26,32,2.6102747917175293,0.16672155261039734,-0.0026898393407464027,2.6898391246795654,2560032,2.612964630126953
80500,73.05389404296875,0.0,26,32,2.362785816192627,0.233582004904747,-0.002658246783539653,2.6582467555999756,2576032,2.3654439449310303
81000,72.84856414794922,0.0,26,32,2.8610119819641113,0.1830335259437561,-0.0027130679227411747,2.7130677700042725,2592032,2.863724946975708
81500,72.91873931884766,0.0,26,32,3.4501771926879883,0.15128695964813232,-0.0026684608310461044,2.6684606075286865,2608032,3.452845573425293
82000,72.9476089477539,0.0,26,32,2.6242775917053223,0.2242637425661087,-0.002681177342310548,2.6811771392822266,2624032,2.6269588470458984
82500,72.9459228515625,0.0,26,32,2.5589330196380615,0.1985694319009781,-0.0026914135087281466,2.691413402557373,2640032,2.561624526977539
83000,72.78392791748047,0.0,27,32,2.4230263233184814,0.23551902174949646,-0.0027207122184336185,2.720712184906006,2656032,2.4257469177246094
83500,72.90930938720703,0.0,27,32,2.7395050525665283,0.22677773237228394,-0.002710443688556552,2.7104434967041016,2672032,2.742215394973755
84000,73.10345458984375,0.0,27,32,2.77457594871521,0.2193962186574936,-0.002704816637560725,2.7048165798187256,2688032,2.777280807495117
84500,73.09867095947266,0.0,27,32,2.6053972244262695,0.22128474712371826,-0.0026498259976506233,2.6498258113861084,2704032,2.6080470085144043
85000,73.0084228515625,0.0,27,32,2.694814682006836,0.2154885232448578,-0.002672602189704776,2.6726021766662598,2720032,2.6974873542785645
85500,73.15641784667969,0.0,27,32,2.8707504272460938,0.18698371946811676,-0.0026681663002818823,2.668166160583496,2736032,2.8734185695648193
86000,73.17955017089844,0.0,28,32,2.7550528049468994,0.22500097751617432,-0.002643335610628128,2.6433355808258057,2752032,2.7576961517333984
86500,73.18070983886719,0.0,28,32,4.015380382537842,0.16662104427814484,-0.002700379118323326,2.700378894805908,2768032,4.018080711364746
87000,73.12085723876953,0.0,28,32,2.8004848957061768,0.1817421317100525,-0.002669579815119505,2.6695797443389893,2784032,2.803154468536377
87500,73.12384796142578,0.0,28,32,2.5393149852752686,0.18315036594867706,-0.0026937255170196295,2.693725347518921,2800032,2.542008638381958
88000,72.9222412109375,0.0,28,32,2.9507415294647217,0.2044646441936493,-0.0027098762802779675,2.70987606048584,2816032,2.95345139503479
88500,73.03190612792969,0.0,28,32,2.488332509994507,0.22967243194580078,-0.002683981554582715,2.683981418609619,2832032,2.491016387939453
89000,73.02228546142578,0.0,29,32,3.916527271270752,0.13013386726379395,-0.002673536539077759,2.6735363006591797,2848032,3.919200897216797
89500,73.01701354980469,0.0,29,32,2.932793378829956,0.1759200096130371,-0.0026871943846344948,2.687194347381592,2864032,2.9354805946350098
90000,73.11935424804688,0.0,29,32,1.9269942045211792,0.2542809844017029,-0.0026508651208132505,2.650865077972412,2880032,1.92964506149292
90500,72.98827362060547,0.0,29,32,2.181307315826416,0.23672431707382202,-0.0026769726537168026,2.6769726276397705,2896032,2.1839842796325684
91000,73.10005187988281,0.0,29,32,2.303513765335083,0.23464035987854004,-0.0026804173830896616,2.68041729927063,2912032,2.3061940670013428
91500,73.12464904785156,0.0,29,32,1.9275215864181519,0.2543678879737854,-0.002705744467675686,2.7057442665100098,2928032,1.930227279663086
92000,73.19366455078125,0.0,30,32,1.9773457050323486,0.27395349740982056,-0.0026565350126475096,2.6565349102020264,2944032,1.9800022840499878
92500,73.02112579345703,0.0,30,32,3.228107213973999,0.16966059803962708,-0.0026949553284794092,2.6949551105499268,2960032,3.230802059173584
93000,73.16990661621094,0.0,30,32,2.790822744369507,0.228094682097435,-0.0026671881787478924,2.6671881675720215,2976032,2.793489933013916
93500,73.20260620117188,0.0,30,32,2.210066795349121,0.2431299090385437,-0.0026591671630740166,2.6591670513153076,2992032,2.212725877761841
94000,73.19868469238281,0.0,30,32,2.172323226928711,0.27112534642219543,-0.0026378442998975515,2.6378440856933594,3008032,2.1749610900878906
94500,73.2082748413086,0.0,30,32,2.804809331893921,0.19194236397743225,-0.0027089733630418777,2.7089731693267822,3024032,2.807518243789673
95000,73.17948150634766,0.0,31,32,2.9540512561798096,0.176803320646286,-0.002711452543735504,2.7114524841308594,3040032,2.9567627906799316
95500,72.97535705566406,0.0,31,32,2.0656278133392334,0.23240937292575836,-0.0026718489825725555,2.671848773956299,3056032,2.0682997703552246
96000,73.39083099365234,0.0,31,32,2.6363892555236816,0.240789532661438,-0.002607140690088272,2.60714054107666,3072032,2.6389963626861572
96500,73.18804931640625,0.0,31,32,2.8459298610687256,0.1969316601753235,-0.0026845966931432486,2.684596538543701,3088032,2.848614454269409
97000,73.0693359375,0.0,31,32,2.6329166889190674,0.18854394555091858,-0.002671969123184681,2.671968936920166,3104032,2.6355886459350586
97500,73.23973083496094,0.0,31,32,3.1145455837249756,0.19556476175785065,-0.0026907550636678934,2.6907548904418945,3120032,3.117236375808716
98000,73.13839721679688,0.0,32,32,3.63985276222229,0.14915846288204193,-0.0027397433295845985,2.739743232727051,3136032,3.642592430114746
98500,73.0146255493164,0.0,32,32,3.7167913913726807,0.18000540137290955,-0.0027379237581044436,2.7379236221313477,3152032,3.719529390335083
99000,73.2258071899414,0.0,32,32,2.842663049697876,0.22175748646259308,-0.0026876365300267935,2.687636375427246,3168032,2.845350742340088
99500,73.04439544677734,0.0,32,32,2.768184185028076,0.2099905014038086,-0.00269322725944221,2.6932270526885986,3184032,2.7708773612976074
100000,73.03167724609375,0.0,32,32,1.9053457975387573,0.24128495156764984,-0.0026771093253046274,2.6771092414855957,3200032,1.9080228805541992
100500,73.25137329101562,0.0,32,32,2.967790365219116,0.1794002652168274,-0.0026462578680366278,2.6462576389312744,3216032,2.9704365730285645
101000,73.27630615234375,0.0,32,32,2.680375576019287,0.22156491875648499,-0.0026617287658154964,2.661728620529175,3232032,2.683037281036377
